"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
1.71347432200727,-1.44063967504207,-0.46487350010039,0.629020047311453,1.01560031666505,-0.441633217026796,-0.00709061458853022,0.975634974931123
0.921138994153417,0.365528171730701,-1.79976990150327,0.725903956433317,-0.101294234087119,-0.353752097983214,0.419178518488678,-0.15309416010522
0.935701923961325,0.219218205945214,1.56723750520474,-0.0113515743479703,0.0848661835809245,-0.778853871327592,-0.706761062325127,0.0181801962163987
2.00356923206559,0.393219580680264,1.19665800208019,-0.610611901592016,-1.98614364439173,0.302071124820371,-0.182708393722804,1.24290332497132
1.56102646263697,-0.00652246271358326,1.09025119416695,0.11925072899868,-2.68357377923266,0.121330816195866,-1.00028343117338,-0.24979483957582
1.0368780520241,-0.619823894789531,-0.452925363612556,-0.227418436522209,0.0514962660654823,-0.68821510929027,1.16835807447954,0.833748548445118
1.12593052993966,1.20644932641049,1.23968443781498,1.59252691369489,0.479550052897403,0.269434712264182,0.297589729212847,0.599462969002914
1.50330683397014,0.847308535684819,-0.36950521923543,1.10451103431632,-2.44705985675633,-0.541570281030857,-2.66291873703479,3.48797900282496
0.560083231070753,-0.245634148981257,-3.4547427749012,1.8878837877764,-0.0709734593235216,-1.4120469085575,-0.798564876194393,0.0181994727476048
1.04530124807815,0.709731457012538,1.53528072138106,1.95552237903801,-0.933880750377769,0.0522023116136052,-0.786347369887941,1.08638934719053
1.29216689543939,1.57305683636396,-0.881490827533486,-1.68747485040672,-0.0168841817004362,2.17846343775076,1.32263743704259,0.391783931115412
0.981613073558142,0.469813114325331,-0.073723021500925,0.0930684295742572,-0.0627500021514902,0.321856187021435,0.220142647606473,-0.797960414227602
1.07021645984733,0.26617579434227,-0.413794849042837,0.226516062845889,1.4414965236363,-1.33272993705516,-0.34049879786263,-0.855927501190055
0.698852227591497,-0.607681939354785,-2.60513437715199,1.40220455922583,-1.89857275778274,-0.916978998436975,-0.334786437551549,2.3845777818037
1.48972814200125,1.27177530032352,-1.29157182249859,-0.853486724311345,0.384423071146079,1.77766314642752,0.812282573465022,-0.153901833397058
1.65626241954501,-0.235760273219281,0.813421327304559,0.564557445528785,-0.759906811622751,0.196560255658996,0.676602905037384,-0.373291378069587
1.77920958938329,1.22262132119783,1.57370815536895,0.644241752318076,-0.765902310525491,0.52012090044988,0.373868963045807,-0.378408721384765
0.7396329992488,-4.09568104656785,-0.199839434271476,-0.594364284637976,0.00792510026692938,0.0326410886060541,-0.584010441384837,-1.01398592320491
1.29684927904856,-1.44154577978508,2.36560255819606,2.90403557880066,-0.78762139112005,2.37346475308324,-0.876379399247575,-0.512735064724637
1.52688515329954,-0.287030211463106,-1.53251716534853,0.579245172017377,-0.676835046655205,1.222498244707,1.5994860171408,-1.77700102673541
0.408449473135813,-0.0401987512612693,-1.94626010855715,0.310001438863268,-0.650972599764168,-0.639063235994514,-0.0390222201756111,-0.968293135989304
1.51564880344988,-0.3225088842457,-0.207400198531341,0.704348068313397,-0.0815381171729107,-0.502775742381371,0.610357041460868,0.706367214668096
1.5109210385736,-5.11748596874282,-0.251162549559439,0.705018761762323,0.59997744962226,-1.01761417552695,-0.871917505530426,0.816587119035982
1.39026297496816,-0.790820674243536,0.971487401985738,0.0948757120407815,-0.163752363150085,0.767457546622186,0.288448578364362,-0.370794434581511
1.11317188512575,0.882027589470614,-0.817508412441283,-0.953186455749129,-1.04113009895231,0.366461087360506,0.363544675530998,0.560340647659434
1.15689838662069,1.50054469868863,0.579821623532532,-0.234698731416674,-0.1702274294881,-0.512134992669535,-0.676575496560565,0.00363492037059559
1.51769322542051,-1.69013920677032,-1.62623321162276,0.864118077921306,-1.02854457083321,-1.5415928300808,-0.310554198888325,0.366654216403572
0.893287447929354,-0.0871649271140122,-0.0591583953216351,1.22371004981759,0.43515444597022,-0.211928210275866,0.97346822149214,-0.567762100045372
1.20537078590995,-0.986638045281538,0.173886036112659,0.124577539125133,0.970123638131726,2.18978468327896,0.269125652354566,-0.758135490539624
0.624601384706084,-0.873959454150971,-1.11362588601068,-1.12665837017082,0.906586343059897,0.0617877747436703,0.491970500671461,-1.58515593079452
1.53716446515975,1.08960048294462,-0.421870007431817,0.411128422853735,-1.42208036918811,-0.0518620577191468,1.27039792097434,1.14560698338756
1.70153846392849,1.42215230175781,-0.608368399911861,-0.722953809650995,0.651141929130729,0.218013109310469,1.37329264892119,-0.308007469842606
1.83205975974057,0.583411447382053,-1.18262374824299,-1.23765517062429,2.00434523510622,0.120245964168405,0.565502714712087,-0.182342286370399
1.32537069124694,0.507388162964229,0.653259898355994,-1.51307795394505,0.251164840068749,-0.547109469361844,-0.0937550053074889,-0.240621131429889
1.05362951559958,0.745589367078359,-0.981464750904679,-0.815536584103878,-0.423984342846236,0.547250558198399,-0.418337173562079,0.919203223096868
